z_m,ux_rms_m_s,uy_rms_m_s,uz_rms_m_s,centerline_duz_m_s
4.817708333333334,0.0056534633,0.0066954484,0.017794875,-0.014748229
4.828125,0.005658591,0.006707253,0.017914431,-0.014033973
4.838541666666667,0.005670727,0.006715853,0.018035483,-0.013368805
4.848958333333334,0.0056892904,0.0067209355,0.018157931,-0.012765288
4.859375,0.0057142107,0.006722488,0.018281734,-0.012235139
4.869791666666667,0.0057460526,0.0067208316,0.018406544,-0.011789243
4.880208333333334,0.005785263,0.006716451,0.01853203,-0.011437569
4.890625,0.005832124,0.0067099268,0.018657696,-0.011191726
4.901041666666667,0.0058868183,0.0067020548,0.018783068,-0.01106245
4.911458333333334,0.005949062,0.006693804,0.018907666,-0.011045072
4.921875,0.0060184,0.00668649,0.019030966,-0.011128115
4.932291666666667,0.006094105,0.0066818492,0.019152567,-0.011295365
4.942708333333334,0.0061750235,0.006682054,0.019272147,-0.011557466
4.953125,0.006259842,0.0066897776,0.01938964,-0.011920009
4.963541666666667,0.006346728,0.0067078983,0.019505309,-0.01237246
4.973958333333334,0.006433776,0.0067391847,0.019619424,-0.012909127
4.984375,0.0065187365,0.006786374,0.019732809,-0.013535228
4.994791666666667,0.0065992516,0.0068523423,0.019846227,-0.014264484
5.005208333333334,0.006673263,0.0069396636,0.019960692,-0.01511393
5.015625,0.0067391307,0.0070504537,0.020076977,-0.016100254
5.026041666666667,0.006796243,0.0071857264,0.020195758,-0.017217942
5.036458333333334,0.006844671,0.007343041,0.020317545,-0.018442107
5.046875,0.006885251,0.0075153904,0.020442368,-0.019785523
5.057291666666667,0.0069190264,0.007692015,0.020569691,-0.02126015
5.067708333333334,0.0069478047,0.007854807,0.02069832,-0.022793135
5.078125,0.0069760433,0.00797785,0.020826094,-0.024275562
5.088541666666667,0.007007402,0.008044438,0.020949932,-0.025619753
5.098958333333334,0.0070436276,0.0080743795,0.021066511,-0.026728366
5.109375,0.007087882,0.008073684,0.02117327,-0.027521499
5.119791666666667,0.007144284,0.0080434885,0.021266803,-0.027962664
5.130208333333334,0.0072162487,0.00800001,0.021344626,-0.028043376
5.140625,0.007307628,0.007967251,0.02140464,-0.02782111
5.151041666666667,0.0074222228,0.007969357,0.021446653,-0.02738497
5.161458333333334,0.007560884,0.008024167,0.02147183,-0.026748426
5.171875,0.00772149,0.008139916,0.021483006,-0.025949525
5.182291666666667,0.0079000695,0.008314636,0.021484321,-0.025027474
5.192708333333334,0.008091661,0.008538691,0.021480784,-0.024010189
5.203125,0.008290992,0.008798489,0.021477362,-0.022919
